City,State,Latitude,Longitude
Grady,AR,34.110042,-91.70488
Lake Lillian,MN,44.959237,-94.88831
Smilax,KY,37.113248,-83.24326
Mesick,MI,44.405334,-85.71981
Delta,IA,41.330967,-92.34521
Sylvania,GA,32.754635,-81.63543
Ingleside,MD,39.094126,-75.87294
Bethel Park,PA,40.324535,-80.03864
Maynard,MA,42.430781,-71.45594
Harrisville,NH,42.921791,-72.00547
South Portland,ME,44.408078,-70.470703
Salinas,PR,17.993803,-66.26534
Hamden,NY,42.18942,-74.99219
Bristol,FL,30.36007,-84.97668
Coles Point,VA,38.121793,-76.79025
Oilville,VA,37.698646,-77.77111
Eagle Rock,VA,37.671394,-79.81681
Empire,AL,33.805216,-87.00192
Rensselaer,NY,42.63738,-73.72587
Alton,NH,43.478364,-71.22377
Cologne,NJ,39.509208,-74.608557
Uniondale,NY,40.754757,-73.601772
Island Park,NY,40.603159,-73.65515
Arecibo,PR,18.429675,-66.674506
Euclid,OH,41.570344,-81.52726
Cedar Lake,IN,41.36959,-87.44849
Taylor,MS,34.279282,-89.601
Blue Jay,CA,34.245607,-117.23
Altoona,WI,44.80416,-91.43963
Galt,IL,41.788761,-89.76182
Edgewood,IL,38.913064,-88.66404
Sigel,IL,39.223922,-88.47715
Alderson,OK,34.902286,-95.69073
Mission,TX,26.234417,-98.34205
Cash,AR,35.786094,-90.97073
Toksook Bay,AK,60.532936,-165.10529
Redding,CA,40.539302,-122.33279
Dorris,CA,41.963883,-121.89165
Allegany,OR,43.246918,-124.231068
Burns,CO,39.885527,-106.93018
Iliff,CO,40.798956,-103.04649
Teton,ID,43.890719,-111.64522
Pacoima,CA,33.786594,-118.298662
Cross Hill,SC,34.270774,-81.98276
Clifton,TN,35.401188,-87.97188
Hermanville,MS,31.983753,-90.79058
Owenton,KY,38.467809,-84.81023
North Star,OH,40.135426,-84.619129
South Salem,OH,39.308063,-83.25664
New Almaden,CA,37.189396,-121.705327
Avery,CA,38.208553,-120.34876
Copalis Crossing,WA,47.179475,-124.14241
Boyds,WA,48.84269,-118.182764
Lind,WA,46.912194,-118.63676
Arctic Village,AK,68.121828,-145.52768
Draper,UT,40.514843,-111.87294
Robbins,CA,38.909351,-121.71843
Genoa City,WI,42.526028,-88.33443
Le Roy,MN,43.525845,-92.51616
Chesapeake,OH,38.448563,-82.44553
Needham,IN,39.542985,-85.95928
Petroleum,IN,40.611419,-85.152604
Arnold,MI,46.604141,-87.614805
Garner,IA,43.102343,-93.61033
Garrison,IA,42.145175,-92.1509
Carter,KY,38.433912,-83.133597
Stanley,KY,37.745491,-87.112823
Harvard,IL,42.424338,-88.61431
Elsah,IL,38.958848,-90.35383
Morley,MO,37.043378,-89.61264
Raymore,MO,38.803528,-94.45103
Turner,MI,44.147192,-83.73723
Epworth,GA,34.925622,-84.42981
Yatesville,GA,32.912207,-84.14812
Guyton,GA,32.313816,-81.3908
Milligan,FL,30.741965,-86.655208
Millersburg,MI,45.433394,-84.09811
Klemme,IA,43.002473,-93.58292
Ninety Six,SC,34.14606,-82.00203
Dows,IA,42.653654,-93.50761
Elliott,IA,41.140956,-95.13004
Lowden,IA,41.86521,-90.94316
Linden,WI,42.92239,-90.28554
Manitowoc,WI,44.132295,-87.599031
Walker,KY,36.888893,-83.66257
Dublin,OH,40.089811,-83.13983
Trinway,OH,40.140472,-82.01079
Buckatunna,MS,31.574589,-88.53326
Allgood,AL,33.922162,-86.449262
Lincoln,AL,33.605233,-86.12079
Beaverdam,OH,40.832363,-83.97343
Bath Springs,TN,35.436584,-88.11912
Atlantic,PA,41.518256,-80.2834
Hummelstown,PA,40.270367,-76.7048
Kingsley,PA,41.738688,-75.72679
Hamlet,NC,34.879186,-79.69001
Tabor City,NC,34.12483,-78.82187
Greeleyville,SC,33.634675,-79.99205
Roosevelt,NY,40.679413,-73.58694
Sound Beach,NY,40.955586,-72.9733
Pageton,WV,37.325163,-81.47554
Ironsides,MD,38.503876,-77.148283
Durkee,OR,44.578393,-117.48787
Lamona,WA,47.60894,-118.399551
Crooked Creek,AK,61.859821,-158.12888
East Kingston,NH,42.91574,-70.98459
Kempton,IL,40.908942,-88.21304
Barnhart,MO,38.337458,-90.42316
Beaufort,MO,38.415995,-91.1603
Penwell,TX,31.730204,-102.62831
Opelousas,LA,30.57445,-92.086077
Amity,AR,34.257603,-93.45822
Ozark,AR,35.549469,-93.81819
Levan,UT,39.47178,-111.94431
Marion,MT,48.080862,-114.80804
Oxford,NE,40.247784,-99.62187
Bixby,MO,37.672965,-91.1097
Bethany,OK,35.506456,-97.63934
Point Reyes Station,CA,38.081566,-122.81988
Woodbine,IA,41.743335,-95.71117
Montrose,IA,40.547399,-91.43864
Haugen,WI,45.612444,-91.77624
Rosemount,MN,44.732105,-93.13437
Elberta,AL,30.377657,-87.56159
Malcolm,AL,31.213801,-87.96228
Tallassee,TN,35.63373,-83.93138
Stennis Space Center,MS,30.403156,-89.49821
West Harrison,IN,39.288178,-84.87774
Wasco,IL,41.936977,-88.420178
Ryder,ND,47.811566,-101.86084
Everly,IA,43.193363,-95.31854
Akron,AL,32.871514,-87.73326
Bellwood,AL,31.174249,-85.79562
Ava,OH,39.827556,-81.554854
Veedersburg,IN,40.118561,-87.23646
Elliottsburg,PA,40.413024,-77.30162
Fayetteville,PA,39.897287,-77.52006
Lady Lake,FL,28.811078,-81.653642
Baker,FL,30.8752,-86.68607
Eglin AFB,FL,30.457156,-86.55081
Clearwater Beach,FL,27.982722,-82.82504
North Spring,WV,37.551372,-81.84229
Millville,WV,39.315914,-77.877223
Lake Toxaway,NC,35.146004,-82.92258
East Greenville,PA,40.410224,-75.50845
Lake Harmony,PA,41.058352,-75.60137
Butner,NC,36.138298,-78.75882
Pell City,AL,33.561597,-86.30285
Pax,WV,37.935699,-81.26724
Hadley,KY,36.983441,-86.394012
Gibson,PA,41.803936,-75.64431
Limekiln,PA,40.335593,-75.801009
Rock Creek,OH,41.659739,-80.86635
Wheeler,IN,41.510333,-87.17829
Ellerslie,GA,32.634965,-84.80137
Rockport,MA,42.659936,-70.61727
Medway,MA,42.151526,-71.42315
Sagamore Beach,MA,41.793263,-70.519584
Indian Valley,VA,36.901524,-80.5936
Lamartine,PA,41.202325,-79.453751
Farmingdale,NY,40.725968,-73.44151
Fonda,NY,42.953913,-74.37883
Rock Creek,WV,37.850007,-81.4451
Branchland,WV,38.214232,-82.191
Woodbury,TN,35.813335,-86.05538
Pennsburg,PA,40.388263,-75.48659
Buchanan,GA,33.84627,-85.20291
Nevada City,CA,39.299405,-120.95144
West Leisenring,PA,39.955933,-79.69946
Mount Jewett,PA,41.734498,-78.61379
Mount Joy,PA,40.109445,-76.50919
Gouldsboro,PA,41.251286,-75.49121
Sopchoppy,FL,30.029899,-84.50595
Roseland,FL,27.709049,-80.572557
Holiday,FL,28.190181,-82.72696
Port Salerno,FL,27.110182,-80.454196
Mustoe,VA,38.385967,-79.559157
Oakwood,VA,37.223011,-82.00538
Littleton,NC,36.451785,-77.90383
High Shoals,GA,33.801274,-83.516374
Sanderson,FL,30.390734,-82.26039
Forest Dale,VT,43.592039,-72.818121
Tariffville,CT,41.907114,-72.76831
Poughkeepsie,NY,41.759905,-73.743714
Mottville,NY,42.97446,-76.440833
Kinross,MI,46.250359,-84.48228
San Gregorio,CA,37.317278,-122.36526
Willow Beach,AZ,35.605301,-113.642712
Douglas Flat,CA,38.110355,-120.45436
Klamath River,CA,41.831947,-122.9206
Ainsworth,NE,42.530382,-99.88206
Boulder,UT,37.94512,-111.09991
Senatobia,MS,34.607602,-89.94635
Glouster,OH,39.506243,-82.0779
Dyer,IN,41.491377,-87.51022
Birch Tree,MO,36.95653,-91.49134
Neal,KS,37.831349,-96.07111
Ludell,KS,39.857038,-100.93866
Dunbar,NE,40.666814,-96.02796
Pleasant Dale,NE,40.806723,-96.93931
Burleson,TX,32.535841,-97.30681
Fruita,CO,39.159971,-108.72071
American Falls,ID,42.75159,-112.91931
Woodruff,AZ,34.778649,-109.96697
Crete,IL,41.439034,-87.61173
Sheffield,IL,41.400837,-89.74444
Parade,SD,45.098685,-100.879214
Arthur,ND,47.10167,-97.2147
Crawfordsville,AR,35.232817,-90.33123
May,OK,36.614425,-99.77153
Bacova,VA,38.054111,-79.84575
Beeson,WV,37.501743,-81.22148
Trion,GA,34.558404,-85.30301
Viola,DE,39.0461,-75.57185
Hebron,MD,38.407885,-75.69357
Old Bridge,NJ,40.397507,-74.3298
West Haverstraw,NY,41.207594,-73.97772
Marshallberg,NC,34.725663,-76.51632
Milton,IA,40.679958,-92.162
Marion,WI,44.669461,-88.89693
Dixons Mills,AL,32.069338,-87.77893
Otisville,NY,41.475197,-74.53847
Anna,TX,33.349316,-96.548597
Jonesville,TX,32.507491,-94.110636
Krum,TX,33.270036,-97.24859
Huffman,TX,30.045495,-95.10714
Taneyville,MO,36.739739,-93.02965
Powhattan,KS,39.672989,-95.788948
Little Rock Air Force Base,AR,34.908539,-92.11722
Tuckerman,AR,35.723939,-91.203248
Caney,OK,34.217672,-96.19634
Russell Springs,KY,37.05401,-85.06142
Malvern,OH,40.68357,-81.17453
Bethania,NC,36.182975,-80.338662
New Richland,MN,43.899778,-93.53178
Lovett,IN,38.897246,-85.726384
Fort Washington,MD,38.756347,-76.99034
Mallard,IA,42.949884,-94.66372
Ellis,ID,44.633935,-113.99217
Magna,UT,40.700162,-112.08318
Cedarvale,NM,34.650925,-105.880597
Penfield,IL,40.296282,-87.95553
Westmorland,CA,33.037061,-115.6194
Hall,NY,42.796578,-77.063876
East Randolph,NY,42.174736,-78.94734
Casanova,VA,38.651558,-77.70361
Check,VA,37.040036,-80.2167
Beals,ME,44.507801,-67.6025
Starksboro,VT,44.224103,-73.03164
Passumpsic,VT,44.46239,-72.135804
Pine Island,NY,41.295568,-74.48935
Junedale,PA,40.924427,-75.94189
Eagleville,PA,40.156555,-75.413127
Yorkville,TN,36.135364,-89.111653
Buffalo Valley,TN,36.163234,-85.78987
Florida City,FL,25.455229,-80.475479
Land O' Lakes,FL,28.156536,-82.415275
Shinnston,WV,39.392285,-80.28438
Dante,VA,37.001752,-82.28089
Cedar Grove,WV,38.242575,-81.39377
Harbor View,OH,41.645699,-83.620233
Ferguson,NC,36.110425,-81.42262
Clifton,SC,34.99056,-81.83271
Wilderville,OR,42.365473,-123.50865
Granite Canon,WY,41.051097,-105.19216
Mountain Home,UT,40.42204,-110.38597
Rusk,TX,31.79364,-95.16761
Chester,TX,30.942336,-94.58376
Rogers,TX,30.932552,-97.22374
Batson,TX,30.249734,-94.60291
Newton,KS,38.051679,-97.323
Beeler,KS,38.427837,-100.16811
Copeland,KS,37.554849,-100.67514
Osceola,NE,41.21361,-97.56993
Detroit Lakes,MN,46.933961,-95.678375
Lead,SD,44.312922,-103.83118
Mekinock,ND,48.008825,-97.35424
Exira,IA,41.592497,-94.87032
Curlew,IA,42.973868,-94.78269
Defiance,IA,41.828495,-95.34363
Browns,IL,38.378706,-87.97291
Plevna,MO,39.972337,-92.06553
Lesterville,MO,37.478054,-90.83766
Eleroy,IL,42.332038,-89.761171
Towanda,IL,40.564323,-88.898663
Connellys Springs,NC,35.693787,-81.51726
Homosassa,FL,28.797979,-82.5912
Spanish Fort,AL,30.684873,-87.89723
Tennga,GA,34.981449,-84.735233
Willacoochee,GA,31.375165,-83.01949
Colquitt,GA,31.152253,-84.69653
Menifee,AR,35.145915,-92.54648
Magazine,AR,35.184949,-93.80443
McCoy,CO,39.912186,-106.74302
Lagunitas,CA,38.017617,-122.6943
Redwood Estates,CA,37.189396,-121.705327
Merced,CA,37.378234,-120.617808
Littleriver,CA,39.268774,-123.75568
Falls Creek,PA,41.160521,-78.81129
Allamuchy,NJ,40.869648,-74.849661
Heislerville,NJ,39.218484,-74.99001
Collegeville,PA,40.185637,-75.44873
Newell,WV,40.616853,-80.60454
Greenhurst,NY,42.120512,-79.30958
Houghton,NY,42.426885,-78.19509
Rossburg,NY,42.260012,-78.016139
Bath,ME,43.900651,-69.83405
Northfield,MA,42.522178,-72.624164
Kiowa,OK,34.708098,-95.90485
Taylor,TX,30.574821,-97.40948
Howard,CO,38.442267,-105.85054
Gypsum,CO,39.690233,-107.02552
Wolf,WY,44.788759,-107.21937
Port Townsend,WA,48.100255,-122.79736
Carrolls,WA,46.071482,-122.864838
Black Mountain,NC,35.605146,-82.31665
Wellborn,FL,30.203153,-82.81421
Jerusalem,OH,39.862128,-81.11139
Stockport,OH,39.536415,-81.80009
Piermont,NH,43.976427,-72.04409
West Newfield,ME,43.642631,-70.91218
Leeds,ME,44.283844,-70.11254
Boones Mill,VA,37.116716,-79.95528
Tariff,WV,38.682668,-81.18846
Blandburg,PA,40.684811,-78.41481
Loysburg,PA,40.16478,-78.37709
Smithmill,PA,40.75212,-78.41085
Mountainhome,PA,41.145778,-75.294125
Hawley,PA,41.427945,-75.13473
Alpine,NY,42.366682,-76.72562
Nuevo,CA,33.819818,-117.11778
Grafton,IL,38.985138,-90.44563
Flat Rock,IL,38.869453,-87.66502
Imperial,MO,38.385265,-90.40339
Dexter,MO,36.784453,-89.97428
Hayti,MO,36.235881,-89.74861
Ramah,CO,39.034273,-104.07125
Wyarno,WY,44.725332,-106.66324
Springfield,ID,43.074319,-112.68229
Rulo,NE,40.056628,-95.43297
Orofino,ID,46.485334,-116.20071
Rocklake,ND,48.84741,-99.26643
Clitherall,MN,46.235125,-95.61543
Glad Valley,SD,44.992051,-101.568656
Hartley,IA,43.183038,-95.46787
Paint Lick,KY,37.59483,-84.40789
Arlington,KY,36.796741,-88.997
Lovelaceville,KY,36.968906,-88.82817
Woodburn,KY,36.832502,-86.554
Cullman,AL,34.167893,-86.82506
Athens,OH,39.322847,-82.09728
Spring Creek,TN,35.764637,-88.685
Marseilles,IL,41.336202,-88.69727
Sidell,IL,39.907331,-87.82587
Willisville,AR,33.70082,-93.294126
El Reno,OK,35.519046,-97.95534
Hidalgo,TX,26.105725,-98.24639
The Colony,TX,33.081421,-96.88957
Bosworth,MO,39.470242,-93.3395
Basehor,KS,39.145077,-94.94259
Moran,KS,37.933658,-95.16768
Andale,KS,37.779021,-97.62602
Wing,ND,47.141711,-100.27279
Stanton,ND,47.281472,-101.37642
Schuylkill Haven,PA,40.614771,-76.19352
Hereford,PA,40.451369,-75.55229
Honey Brook,PA,40.078045,-75.88488
Westtown,PA,39.932821,-75.544822
Dailey,WV,38.798094,-79.89941
Dudley,GA,32.516865,-83.09905
Dublin,GA,32.540073,-82.914974
Bunnell,FL,29.445826,-81.30203
Chase City,VA,36.806422,-78.46048
Millville,NJ,39.379382,-75.03923
Still Pond,MD,39.335017,-76.05365
Tuscarora,MD,39.254538,-77.49474
Woodbridge,VA,38.63275,-77.26786
Harleysville,PA,40.211896,-75.35586
Cranberry Lake,NY,44.220971,-74.85053
Hayden,CO,40.48806,-107.26093
Yoder,WY,41.907756,-104.3721
Kirbyville,MO,36.603318,-93.11007
Bokoshe,OK,35.184593,-94.79752
Navajo,NM,35.902329,-109.031853
Empire,NV,40.555197,-119.35093
Chauvin,LA,29.385126,-90.61939
Fort Klamath,OR,42.686498,-122.04524
Washtucna,WA,46.782783,-118.2869
Lincoln City,OR,44.950573,-124.00655
Rose Lodge,OR,44.659979,-123.892016
Sidney,IL,40.004053,-88.07693
Gurley,NE,41.318554,-102.97377
Brainerd,MN,46.352758,-94.16289
Kennett,MO,36.237128,-90.04866
Etowah,AR,35.744651,-90.22249
Reserve,NM,33.638186,-108.66387
Rohnert Park,CA,38.347174,-122.69537
Culver,OR,44.498302,-121.21084
Carlsborg,WA,48.18315,-123.872972
Anatone,WA,46.086657,-117.2491
Hooper Bay,AK,61.52898,-166.09619
Caspar,CA,39.365356,-123.80469
West Boothbay Harbor,ME,43.854534,-69.660795
Oakfield,ME,46.104734,-68.11398
Underhill,VT,44.546538,-72.92649
Stockbridge,WI,44.075128,-88.30106
East Troy,WI,42.797775,-88.40435
Albany,KY,36.72024,-85.13539
Gosport,IN,39.355692,-86.66247
Coventry,RI,41.69105,-71.57462
Center Lovell,ME,44.180965,-70.891727
Eldersville,PA,40.214896,-80.179139
Boswell,PA,40.173782,-79.0629
Breezewood,PA,39.989224,-78.24245
Shanksville,PA,40.017182,-78.90589
Richmond,IL,42.464639,-88.3028
Olympia Fields,IL,41.51829,-87.69274
Long Point,IL,40.990965,-88.88278
Kemp,OK,33.769093,-96.3549
Purmela,TX,31.506687,-97.98997
Macks Inn,ID,44.496112,-111.32682
Ely,NV,39.282855,-114.9208
Hobson,TX,28.956196,-97.95012
Wright,AR,34.429059,-92.059863
Pyatt,AR,36.264469,-92.84044
Pontiac,MO,36.525433,-92.59234
Fort Calhoun,NE,41.463418,-96.02777
Little Mountain,SC,34.194914,-81.39016
York,SC,35.005981,-81.21176
Tranquility,NJ,40.955934,-74.788108
Tracy City,TN,35.275367,-85.74039
Rhinebeck,NY,41.930983,-73.88271
Newburg,MD,38.343729,-76.92493
Muddy,IL,37.801972,-88.548695
Hardin,MO,39.29596,-93.82164
Ivy,VA,38.065383,-78.595831
Lanexa,VA,37.435153,-76.90719
Prairie City,SD,45.511837,-102.85815
Anna,IL,37.457806,-89.21408
Cunningham,KY,36.911107,-88.84412
Sibley,MO,39.15207,-94.18355
Washington,LA,30.653805,-92.05479
Battery Park,VA,36.99497,-76.56901
Oscar,LA,30.609979,-91.46181
Waldoboro,ME,44.10637,-69.37177
Forsyth,MO,36.706492,-93.11171
Rices Landing,PA,39.942802,-79.99612
Portage,UT,41.909031,-112.32322
Saint Vrain,NM,34.475607,-103.46686
Albany,OK,33.888549,-96.17244
Wetmore,CO,38.186991,-105.07615
Richfield,ID,43.078896,-114.18795
Fishers,NY,43.010908,-77.47054
Angelica,NY,42.339925,-77.99413
Petrolia,PA,41.028275,-79.75423
Distant,PA,40.954782,-79.37922
Harmonsburg,PA,41.661068,-80.31618
Arendtsville,PA,39.923644,-77.300085
Rebecca,GA,31.767986,-83.47325
Howardsville,VA,37.715293,-78.64175
Falling Rock,WV,38.495072,-81.398422
Moundsville,WV,39.912923,-80.73701
Belington,WV,39.032644,-79.95295
Middleburg,VA,38.983902,-77.74903
Gainesville,VA,38.803732,-77.62404
Bivalve,MD,38.302152,-75.88812
Brasstown,NC,35.02851,-83.94882
Trenton,SC,33.695638,-81.85192
Mineville,NY,44.088275,-73.51745
Spring City,TN,35.68801,-84.82777
Woodland Mills,TN,36.458295,-89.233227
Dellrose,TN,35.128317,-86.81188
Adamsburg,PA,40.3044,-79.65604
Netcong,NJ,40.897398,-74.70301
Norma,NJ,39.499765,-75.082022
Piermont,NY,41.040623,-73.91878
Liberty,NY,41.798476,-74.7361
Port Crane,NY,42.185196,-75.7763
Gorham,NY,42.808127,-77.287611
Ona,WV,38.44068,-82.22311
Gans,OK,35.392525,-94.70368
Livingston,TX,30.817866,-94.869052
Miami,NM,36.358816,-104.82618
Dulac,LA,29.384672,-90.69689
Tioga,LA,31.399855,-92.604193
Mahopac,NY,41.372419,-73.75367
Tarrytown,NY,41.119008,-73.732996
San Sebastian,PR,18.332595,-66.98104
Aurora,MO,36.918018,-93.71063
St. George,KS,39.199103,-96.43889
Zahl,ND,48.567291,-103.71711
Cobb,WI,42.970855,-90.33452
Graysville,TN,35.443503,-85.18397
Clymer,NY,42.066681,-79.66612
Orange,VA,38.231526,-78.07923
Dolphin,VA,36.848712,-77.80682
Welchs Creek,KY,37.311676,-86.52913
Morral,OH,40.687548,-83.22944
Renton,WA,47.493031,-122.14169
Laona,WI,45.55375,-88.6624
Brill,WI,45.423409,-91.848206
Fremont,WI,44.237843,-88.84998
Madison,SD,43.995586,-97.134
Beulah,MI,44.643593,-86.04382
Greenup,KY,38.552472,-82.86514
Carrollton,AL,33.254197,-88.16866
Woodville,MS,31.120979,-91.35511
Villanueva,NM,35.276415,-105.33759
Anthony,NM,32.013822,-106.5443
Bradley,CA,35.834919,-120.98093
Forest Falls,CA,34.087114,-116.923
Atwood,CA,33.640302,-117.769442
Limestone,ME,46.892918,-67.9643
Marlboro,NJ,40.316876,-74.26112
Kings Bay,GA,30.804684,-81.627717
Edison,GA,31.563327,-84.75869
Saint Helen,MI,44.360384,-84.43815
Somerset,MI,42.050744,-84.37762
Paris,MI,43.764906,-85.57223
Montezuma,NC,36.065053,-81.901715
Maben,WV,37.67337,-81.42001
Mabie,WV,38.861656,-80.00402
Caspian,MI,46.063428,-88.62738
Shullsburg,WI,42.5744,-90.23935
Saint Vincent,MN,48.954448,-97.13949
Ross,ND,48.24767,-102.62331
Verona,IL,41.231718,-88.52659
Vevay,IN,38.788449,-85.06618
Arkansas City,KS,37.067387,-97.02831
Springfield,NE,41.074548,-96.15635
Marceline,MO,39.668998,-92.92916
Litchfield,MI,42.034427,-84.77046
Marathon,WI,44.935076,-89.83699
La Place,IL,39.800512,-88.71835
Lakebay,WA,47.268551,-122.76897
Fruitland,WA,48.003202,-118.21339
King Cove,AK,55.063736,-162.3124
Holmes City,MN,45.830998,-95.541618
Hot Springs,SD,43.401616,-103.5051
Reedley,CA,36.608675,-119.43761
Burlingame,CA,37.381144,-122.334825
South Bend,NE,41.003188,-96.24529
Alexis,IL,41.067549,-90.57994
Seney,MI,46.460628,-85.98878
Rhodes,IA,41.89347,-93.1813
Rodney,IA,42.20486,-95.95294
Forest River,ND,48.228707,-97.52498
Thayer,IL,39.539071,-89.761
Seminole,OK,35.162228,-96.609139
Morgan City,LA,29.694806,-91.18252
Chinook,WA,46.282397,-123.93844
Spade,TX,33.91843,-102.15822
Valley Village,CA,33.786594,-118.298662
Eagle Butte,SD,44.926725,-101.18538
Vida,MT,47.859083,-105.35001
Roselle,IL,41.980761,-88.08704
Harriet,AR,36.021569,-92.48605
Hastings,OK,34.239192,-98.11312
Rainbow,TX,32.28122,-97.70927
Blairsburg,IA,42.490439,-93.64187
Fort Dodge,IA,42.499242,-94.18256
Wall Lake,IA,42.256867,-95.09307
Missouri Valley,IA,41.557887,-95.90651
Moscow Mills,MO,38.952724,-90.89199
Belgrade,MO,37.790928,-90.89305
Overbrook,KS,38.775185,-95.52869
Larned,KS,38.179418,-99.12757
Ashland,KS,37.196075,-99.77662
Newell,NC,35.276794,-80.716495
Robertsdale,AL,30.5822,-87.63936
Sequatchie,TN,35.19174,-85.64149
Walling,TN,35.869657,-85.61165
Weyerhaeuser,WI,45.422669,-91.42678
Saint Clair,MN,44.080713,-93.85663
Cambridge,IA,41.89949,-93.5311
Dumont,IA,42.754361,-92.9751
Jackhorn,KY,37.215305,-82.70468
Oak Harbor,OH,41.53446,-83.13569
Sidman,PA,40.324295,-78.7063
Summerhill,PA,40.381332,-78.7433
Woodstock,VA,38.881558,-78.51586
Alfred,ME,43.490939,-70.6884
East Boothbay,ME,43.832642,-69.58903
Amherst,VA,37.616606,-79.08763
Leckie,WV,37.343452,-81.40244
North Hoosick,NY,42.926121,-73.346409
Schuylerville,NY,43.088919,-73.59633
Edenton,NC,36.093252,-76.62077
Lemhi,ID,44.817505,-113.67277
Ferdinand,ID,46.154136,-116.40471
Rockbridge,MO,36.651607,-92.442341
Myrtle,MO,36.531635,-91.29933
Hawk Run,PA,40.924438,-78.20652
Gaines,PA,41.74103,-77.53768
Sabillasville,MD,39.677316,-77.47049
Thurmont,MD,39.604303,-77.41092
Snow Hill,MD,38.193683,-75.41162
Macomb,OK,35.123383,-97.00869
Brandon,TX,32.045029,-96.96601
Woodland,WA,45.928662,-122.70284
Alamo,TX,26.175021,-98.11969
Vernon,MI,42.939379,-84.03166
Bridgewater,NJ,40.588097,-74.62253
Mount Hope,WV,37.88169,-81.19273
Ocean Beach,NY,40.643951,-73.16115
Jobos,PR,17.979518,-66.117219
Needham,MA,42.29813,-71.23154
Woodland,NC,36.332552,-77.20441
Red Springs,NC,34.828798,-79.21215
Gasconade,MO,38.675775,-91.58968
McDonald,KS,39.792736,-101.36332
Canyon Creek,MT,46.818147,-112.3409
Clancy,MT,46.479732,-111.97496
Riddle,OR,42.935498,-123.39902
Graford,TX,32.908714,-98.35727
Bangs,TX,31.714347,-99.14462
Center,CO,37.773899,-106.08966
Clinton,MO,38.364214,-93.76042
Webber,KS,39.936773,-98.04227
Maywood,CA,33.988813,-118.18642
Graysville,OH,39.628144,-81.19164
Edinburgh,IN,39.366507,-85.9864
Friendship,IN,38.966859,-85.1453
West Liberty,KY,37.932283,-83.23821
Whitehouse,OH,41.517402,-83.81063
Elkton,TN,35.05392,-86.895305
Rapelje,MT,45.951002,-109.28883
Babb,MT,48.871429,-113.43734
Ethridge,MT,48.609072,-111.731852
Park Hills,MO,37.844197,-90.53
Danvers,MN,45.27133,-95.7711
Delaware,IA,42.473959,-91.34228
Welton,IA,41.907575,-90.59624
Unionville,OH,41.783323,-81.003385
Jonestown,PA,40.434998,-76.51296
Biglerville,PA,39.930756,-77.2917
Middlebrook,VA,38.042173,-79.28175
Ironia,NJ,40.867331,-74.578269
Wykagyl,NY,40.946805,-73.78797
Waterford,VA,39.191333,-77.63118
Ocracoke,NC,35.113265,-75.97255
Parryville,PA,40.824403,-75.66924
Canadys,SC,33.061376,-80.631208
Hico,TX,31.944207,-98.02763
Gatesville,TX,31.390196,-97.799309
New Albin,IA,43.48058,-91.30746
Trevor,WI,42.515668,-88.13454
Mendota,IL,41.543149,-89.10696
Dixon,MO,37.995489,-92.101845
Saint Helena,NE,42.821095,-97.27699
Mermentau,LA,30.188258,-92.57614
Garland City,AR,33.312764,-93.71734
Whiteside,MO,39.184054,-91.02078
Corsicana,TX,32.062395,-96.473459
Merit,TX,33.242656,-96.291572
Mount Enterprise,TX,31.934633,-94.68886
Argyle,FL,30.716494,-86.03889
Jeanerette,LA,29.910582,-91.6698
Hermansville,MI,45.709804,-87.61054
Hillsboro,ND,47.389215,-97.05327
Colon,MI,41.960856,-85.33059
Berrien Springs,MI,42.001551,-86.715294
Evansville,MN,46.011931,-95.68104
Joice,IA,43.343138,-93.45694
Griffin,GA,33.268185,-84.27306
Oglethorpe,GA,32.329164,-84.07988
Vanleer,TN,36.237999,-87.49831
Silver Point,TN,36.09651,-85.74373
Sharpsburg,KY,38.201485,-83.91734
Columbia,OH,39.137761,-84.35214
Eagle Lake,FL,27.98038,-81.75531
Joppa,AL,34.303718,-86.58323
Summerfield,NC,36.209976,-79.88921
Pope A F B,NC,35.173377,-79.013799
Wayland,KY,37.446983,-82.80852
Kinards,SC,34.338289,-81.78674
Gandeeville,WV,38.665227,-81.47783
Chassell,MI,47.010896,-88.54077
Langworthy,IA,42.191979,-91.225836
Fargo,OK,36.403804,-99.64674
Weston,MI,41.770793,-84.09996
Waterville,NY,42.922823,-75.36494
Brentwood,MD,38.939716,-76.95203
Buttzville,NJ,40.84335,-74.985914
White Sulphur Springs,NY,41.80854,-74.84599
Malone,NY,44.813419,-74.2772
Waterville,PA,41.36958,-77.38615
Tamaqua,PA,40.792315,-75.97705
Copper Center,AK,61.832347,-145.2308
Unalaska,AK,53.872017,-166.52287
Cantua Creek,CA,36.523482,-120.38428
Napa,CA,38.337243,-122.30027
Elk,CA,39.103897,-123.64617
Graton,CA,38.434663,-122.8689
Petersburg,TX,33.870404,-101.60467
Rowley,IA,42.349458,-91.84325
Burlington,IA,40.814207,-91.11911
Bettendorf,IA,41.551883,-90.48975
Forestville,WI,44.693392,-87.51197
Almond,WI,44.28018,-89.36002
Bogue,KS,39.360896,-99.68559
Firth,NE,40.533257,-96.60568
Lynch,NE,42.787371,-98.43592
Central City,NE,41.12561,-98.00225
Mulberry Grove,IL,38.931719,-89.27132
Lexington,MI,43.243891,-82.52701
Jay,ME,44.516475,-70.21933
Gettysburg,PA,39.827337,-77.22904
Juliustown,NJ,40.018503,-74.66656
Leicester,NC,35.661009,-82.73513
Grayson,GA,33.888829,-83.96848
